Continent,Country,Region,State,Name of VC,Year of Establishment,Type of Investor,Website,Postal Address,Pincode,LinkedIn Details,Phone Details,Email Address,,Subvertical Industry,Investment Stage,Investment Amount Minimum,Investment Amount Maximum,Previously Invested Total Amount,Total number of companies funded so far,Latitude,Longitude,Code 
north america,usa,midwest,iowa,next level ventures,2003,venture capital,http://www.nextlevelvc.com/,"666 walnut street suite 1280 des moines, ia 50309united states",50309,https://www.linkedin.com/company/next-level-ventures,(+1) 515-369-2600,info@nextlevelvc.com,,"advanced manufacturing,bioscience,information technology sectors",early stage,1000000,4000000,44000000,10,41.661131,-91.530169,ia
north america,united states of america,midwest,kansas,ktec,,NaN,http://www.ktec.com/,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,3800000,3800000,3800000,1,37.697948,-97.314835,ia
north america,usa,south,kentucky,chrysalis ventures,1993,venture capital,http://www.chrysalisventures.com/,"101 south fifth street
 suite 1650
 louisville, ky 40202-3122",40202-3122,http://www.linkedin.com/company/chrysalis-ventures,(+1) 502-583-7644,info@chrysalisventures.com,,"healthcare sector,insurance companies,technology sector",early stage,1500000,36500000,NaN,65,37.839333,-84.27002,ky
north america,usa,south,kentucky,kentucky seed capital fund,2005,venture capital,http://www.kyseed.com/,"1044 east chestnut street
 louisville ky 40202
 united states",40202,NaN,(+1) 502-410-1652,info@kyseed.com,,"biomedical,health care services,medical device,health care it",seed,50000,300000,350000,2,37.839333,-84.27002,ky
north america,united states of america,south,california,arena ventures,2015,venture capital,http://arenavc.com/,NaN,NaN,https://www.linkedin.com/company/6438484?trk=tyah&trkinfo=clickedvertical%3acompany%2cclickedentityid%3a6438484%2cidx%3a1-1-1%2ctarid%3a1442277410467%2ctas%3aarena%20ventures,NaN,"
info@arenavc.com ",,"advertising,marketing,venture capital ",venture capital,1000000,160000000,378600000,38,34.052235,-118.243683,la
north america,united states of america,south,california,core innnovation capital,2010,venture capital,http://www.corevc.com/,"1680 vine street, suite 606
los angeles, ca ",90028,http://www.linkedin.com/company/core-innovation-capital,NaN,"
info@corevc.com ",,"finance,financial services,fintech,health care,insurtech,venture capital ","early stage venture
seed",1000000,220000000,494800000,27,34.052235,-118.243684,la
north america,united states of america,south,california,double m partners,2012,venture capital,http://doublempartners.com/,"double m partners
11812 san vicente blvd., #510
los angeles, ca ",90049,http://www.linkedin.com/profile/view?id=121829,NaN,NaN,,b2b,"early stage venture
seed",200000,10400000,226075000,66,34.052235,-118.243686,la
north america,united states of america,south,california,frost data capital,2010,venture capital,http://www.frostdatacapital.com/,"31878 del obispo st #118-622
san juan capistrano ca",92675-3773,https://www.linkedin.com/company/frost-data-capital,(+1)310-788-2850 ,terry_fahn@sitrick.com,,"analytics,big data,internet of things ",NaN,125000,26000000,109589000,34,34.052235,-118.243687,la
north america,united states of america,south,california,krillion ventures,2014,venture capital,http://www.krillionventures.com/,NaN,NaN,NaN,NaN,NaN,,"finance,financial services,venture capital","early stage venture
seed ",800000,21000000,124950000,15,34.052235,-118.243688,la
north america,united states of america,south,california,mucker capital,2012,venture capital,http://www.muckercapital.com/,"
202 bicknell avenue / santa monica, california ",90405,http://www.linkedin.com/company/3637478,NaN,NaN,,"internet,product design,venture capital","early stage venture
seed",NaN,NaN,NaN,82,34.052235,-118.243689,la
north america,united states of america,south,california,okapi venture capital,2005,venture capital,http://www.okapivc.com/,"590 s. coast hwy, suite 10
laguna beach, ca ",92651,NaN,"(+1)949-715-5555

",averitt@okapivc.com,,NaN,NaN,650000,33700000,239325000,33,34.052235,-118.24369,la
north america,united states of america,south,california,social leverage,2009,venture capital,http://www.socialleverage.com/,"5110 n. 40th street, suite 101
phoenix, az ",85018,https://www.linkedin.com/company/473287,NaN,info@socialleverage.com,,NaN,NaN,NaN,NaN,NaN,83,34.052235,-118.243691,la
north america,united states of america,south,california,tenoneten,2011,venture capital,http://tenoneten.net/,NaN,NaN,https://www.linkedin.com/company-beta/8121772,NaN,NaN,,"finance,financial services,venture capital","early stage venture
seed",100000,15200000,210850000,58,34.052235,-118.243692,la
north america,usa,south-eastern,louisiana,brick & mortar ventures,2014,private equity firm,brickmortar.vc,san fransisco ca,NaN,https://www.linkedin.com/company/brickmortarvc,NaN,info@brickmortar.vc,,"architecture,civil engineering,construction,enterprise,facility management,hardware,software,venture capital",early stage,NaN,NaN,NaN,28,30.39183,-92.329102,la
north america,usa,northeast,maine,cei ventures,1994,venture capital,http://www.ceiventures.com/,"30 federal street
 suite 400
 brunswick, me 04011
 united states",4011,https://www.linkedin.com/company/cei-ventures-inc./,(+1) 207-504-5900,thao.duong@ceimaine.org,,financial consultancy services,all,25000,4000000,47700000,13,45.367584,-68.972168,me
north america,usa,northeast,maine,north atlantic capital,1986,private equity firm,http://www.northatlanticcapital.com/,"two city center, 5th floor
 portland me 04101
 united states",4101,https://www.linkedin.com/company/north-atlantic-capital/,(+1) 207-772-4470,ccoyne@northatlanticcapital.com,,"tech products,techenabled services,business services",all,4000000,8000000,152800000,30,45.367584,-68.972169,me
north america,usa,northeast,maine,signature capital,1997,private firm,http://www.signaturecapital.com/,100 commercial street suite 414 portland me 04101,4101,https://www.linkedin.com/company/signature-capital-llc/,NaN,info@signaturecapital.com,,software,later stage,41000000,41000000,41000000,1,45.367584,-68.97217,me
north america,united states of america,northeast,maine,cei community ventures,,venture capital ,http://www.ceicommunityventures.com/,NaN,NaN,NaN,NaN,info@ceicommunityventures.com ,,NaN,"early stage venture
seed ",400000,1600000,4400000,4,45.367584,-68.972171,me
north america,usa,south,maryland,fenway summer ventures,2014,venture capital,http://www.fenwaysummer.com/,"7315 wisconsin avenue, suite 960 west
 bethesda md 20814
 united states",20814,http://www.linkedin.com/company/fenway-summer-llc,(+1)202-864-6231,info@fenwaysummer.com,,"financial service,financial technology","seed, early stage",25000,50000000,NaN,53,39.045753,-76.641273,md
north america,usa,south,maryland,questmark partners,1998,NaN,http://www.questm.com/,"2850 quarry lake drive, suite 301
 baltimore md 21209
 united states",21209,http://www.linkedin.com/company/questmark-partners,(+1) 410-895-5800,cm@questm.com,,"software,technology,medical devices / healthcare,internetbased businesses,consumer",late/mature stage,5000000,15000000,NaN,74,39.045753,-76.641273,md
NaN,usa,south,maryland,abell venture fund,1998,venture capital,NaN,"111 south calvert street
 
 suite 2300
 
 baltimore, md 21202-6174
 
 united states",21202-6174,NaN,(+1)410-547-1300,NaN,,energy,early stage,120000,10000000,10120000,2,39.045753,-76.641273,md
north america,usa,south,maryland,american capital,1997,private equity firm,http://www.americancapital.com/,"2 bethesda metro center
 14th floor
 bethesda, md 20814
 united state",20814,NaN,(+1)301-951-6122,NaN,,"leveraged finance,real estate,structured products",all,5000000,160000000,1043000000,31,39.045753,-76.641273,md
north america,usa,south,maryland,brace pharma,2013,venture capital,http://www.bracepharma.com/,"155 gibbs st #506
 rockville, md 20850
 united states",20850,https://www.linkedin.com/company/brace-pharmaceuticals-inc-/,(+1)240-403-7153,info@bracepharma.com,,medical theraphy,late/mature stage,5000000,60000000,447000000,13,39.045753,-76.641273,md
north america,usa,south,maryland,camden partners,1995,private equity firm,http://www.camdenpartners.com/,"500 east pratt street
 
 suite 1200
 
 baltimore, md 21202
 
 united states",21202,http://www.linkedin.com/company/camden-partners,(+1)410-878-6800,info@camdenpartners.com,,"healthcare,life sciences,technologyenabled business services,education,business services,biotechnology,financial services",growth stage,1100000,71000000,661220000,38,39.045753,-76.641273,md
north america,usa,south,maryland,ciena corporation,1992,private equity firm,http://www.ciena.com/,"7035 ridge road
 
 hanover, md 21076
 
 united states",21076,http://www.linkedin.com/company/ciena,"(+1)
 410-694-5700",social@ciena.com,,communication system,growth stage,20000000,83000000,198000000,5,39.045753,-76.641273,md
north america,usa,south,maryland,epidarex capital,2010,venture capital,http://epidarex.com/,"7910 woodmont avenue
 suite 1210
 bethesda, md 20814
 united states",20814,http://www.linkedin.com/company/epidarex-capital,(+1)301-298-5455,info@epidarex.com,,"life science,health technology,biotechnology,medical devices,pharmaceuticals,personalized medicine,diagnostic",early stage,NaN,NaN,NaN,16,39.045753,-76.641273,md
north america,usa,south,maryland,ge healthcare financial services,,NaN,http://www.gehealthcarefinance.com/,"2 bethesda metro center
 suite 600
 bethesda, md 20814
 united states",20814,NaN,(+1) 301-961-1640,NaN,,"pharmaceuticals,it,medical devices,healthcare",early stage,2000000,10000000,NaN,NaN,39.045753,-76.641273,md
north america,usa,south,maryland,highland capital partner,1988,private firm,http://www.hcp.com/,one broadway 16th floor cambridge ma 02142,2142,https://www.linkedin.com/company/highland-capital-partners/,(+1)617-401-4500,laurel@hcp.com,,"healthcare,environment",later stage,670000,280000000,NaN,400,39.045753,-76.641273,md
north america,united states of america,south,maryland,jmi equity,1992,private,http://www.jmi.com/,"100 international drive
suite 19100  
baltimore, md 21202
 ",21202,https://www.linkedin.com/company/jmi-equity,(+1) 410-637-8360,NaN,,"software,internet,business services,healthcare it",early stage,1500000,200000000,2000000000,105,39.045753,-76.641273,md
north america,usa,south,maryland,maryland venture fund,1994,venture capital,http://www.marylandventurefund.com/,"world trade center
 401 east pratt street
 baltimore, md 21202
 united states",21202,https://www.linkedin.com/company/6657652?trk=prof-exp-company-name,(+1) 410-767-6300,NaN,,"bridge financing,recapitalization,growth capital investments",all,100000,3000000,NaN,73,39.045753,-76.641273,md
north america,usa,south,maryland,medimmune ventures,1987,venture capital,http://medimmuneventures.com/,"1 medimmune way
 gaithersburg, md 20878
 united states",20878,NaN,(+1)301-398-3000,medimmuneventures@medimmune.com,,"medical device,diagnostic,imaging and healthcare companies",all,8000000,55000000,988420000,45,39.045753,-76.641273,md
north america,usa,south,maryland,"perseus, l.l.c.",1995,private equity firm,http://www.perseusllc.com/,"4350 east-west highway
suite 202
bethesda, md 20814
united states
",20814,https://www.linkedin.com/company/perseus-llc/?originalsubdomain=in,(+1) 301-652-3200,"
info@perseusllc.com",,"content based technology,biotechnology and medical devices,healthcare,branded consumer products,business services,energy,environmental,and engineering technologies","early stage
late stage",NaN,NaN,NaN,24,39.045753,-76.641273,md
north america,united states of america,south,maryland,rock springs capital,,private,http://www.rockspringscapital.com/,"650 s exeter st #1070, baltimore, md 21202",21202,NaN,(+1) 410-220-0129,info@rockspringscapital.com,,"healthcare devices and supplies,pharmaceuticals,biotechnology",NaN,20000000,223000000,3160000000,46,39.045753,-76.641273,md
north america,usa,south,maryland,rock springs capital management lp,,private firm,http://www.rockspringscapital.com/,"650 south exeter street, suite 1070",21202,https://www.linkedin.com/company/rock-spring-partners-llc/?originalsubdomain=in,NaN,"info@rocksprings
capital.com",,"biotechnology,financial services,venture capital","early stage venture,
late stage venture",33000000,150000000,NaN,46,39.045753,-76.641273,md
north america,usa,south,maryland,spacevest,,private equity firm,http://www.spacevest.com/,"5425 wisconsin avenue
 suite 704
 chevy chase, md 20815
 united states",20815,NaN,(+1)703-904-9800,spacevest@spacevest.com,,space industry,early stage,4000000,22000000,83000000,9,39.045753,-76.641273,md
north america,united states of america,south,maryland,t. rowe price,1937,private,http://www.troweprice.com/,"100 east pratt street
baltimore, md 21202
 ",21202,https://www.linkedin.com/company/t.-rowe-price,(+1) 410-345-2000,info@troweprice.com,,software,"seed , startups, early stage, growth stage",5500000,1800000000,16700000000,107,39.045753,-76.641273,md
north america,united states of america,south,maryland,highland capital partners,1988,venture capital,http://www.hcp.com/,"boston office
one broadway, 16th floor
cambridge, massachusetts ",2142,http://www.linkedin.com/company/15374,"
(+1)650-687-3800","
laurel@hcp.com ",,"finance,financial services,fintech,venture capital","
early stage venture
late stage venture
seed ",70000,280000000,NaN,400,39.045753,-76.641273,md
north america,united states of america,south,maryland,novak biddle venture partners,1997,venture capital,http://www.novakbiddle.com/,"novak biddle venture partners
7501 wisconsin avenue
suite 1380-e
bethesda, md ",20814,NaN,"
(+1)240-223-0255 ","
info@novakbiddle.com ",,"finance,financial services,venture capital ","early stage venture
late stage venture
private equity
seed ",100000,52000000,NaN,116,39.045753,-76.641273,md
