Continent,Country,Region,State,Name of VC,Year of Establishment,Type of Investor,Website,Postal Address,Pincode,LinkedIn Details,Phone Details,Email Address,Sectors dealt with,Investment Stage,Investment Amount Minimum,Investment Amount Maximum,Previously Invested Total Amount,Total number of companies funded so far,Latitude,Longitude,Code ,
North America,USA,Northeast,Massachusetts,HealthCare Ventures,1985,,http://www.hcven.com/,"47 Thorndike Street
 Suite B1-1
 Cambridge, MA 02141
 United States",2141,,(+1) 617-252-4343,info@hcven.com,,All,1M,70M,,85,42.407295,-71.382439,MA,
North America,United States of America,Northeast,Massachusetts,"HealthCare Ventures, L.L.C.",1985,,http://www.hcven.com/,"47 Thorndike Street
 Suite B1-1
 Cambridge, MA 02141
 United States",2141,,(+1)617-252-4343,info@hcven.com,,All,1M,70M,71M,85,42.407296,-71.382439,MA,
North America,USA,northeast,massachusetts,"Healthcare Ventures, LLC",1985,Partners,http://www.hcven.com,"47 Thorndike St, Suite B1-1 Cambridge",2141,https://www.linkedin.com/company/healthcare-ventures-llc/?originalSubdomain=in,(+1) 617-252-4343,info@hcven.com,heathcare,"Debt, Early Stage Venture,
 Late Stage Venture, 
Private Equity",1M,87.8M,1.5B,85,42.407297,-71.382439,MA,
North America,USA,Northeast,Massachusetts,HLM Venture Partners,1983,Private Equity Firm,http://www.hlmvp.com/,"116 Huntington Avenue
 9th Floor
 Boston, MA 02116
 United States",2116,,(+1)617-266-0030,submit@hlmvp.com,"information technology
 , healthcare technology,
 tech-enabled services,
 health care services,
 medical technology",All,2M,150M,,84,42.407298,-71.382439,MA,
North America,United States of America,Northeast,Massachusetts,HLM Ventures,1983,Private Equity firm,http://www.hlmvp.com/,"116 Huntington Avenue
 9th Floor
 Boston, MA 02116
 United States",2116,,(+1)617-266-0030,submit@hlmvp.com,"information technology
 , healthcare technology,
  tech-enabled services,
  health care services,
  medical technology",All,2M,150M,152M,84,42.407299,-71.382439,MA,
North America,USA,Northeast,Massachusetts,Housatonic Partners,1994,Private Equity Firm,http://www.housatonicpartners.com/,"Prudential Tower
 800 Boylston Street, Suite 222
 Boston, MA 02199
 United States",2199,,(+1)617-399-9200,vwong@housatonicpartners.com,"recurring services, 
 media,
 communications sectors",,1M,100M,205M,10,42.4073,-71.382439,MA,
north america,USA,North East,Massachusetts,Hyde Park Venture Partners,2013,Venture Capital,www.hydeparkvp.com,"500 Boylston St #1380, Boston, MA 02116, USA",2116,https://in.linkedin.com/company/g20-ventures,(+1) 617-850-9777,"
greg@hydeparkvp.com","IT
Technology
Financial Services","Early Stage
Late Stage
Debt
Seed",1.4M,104M,,109,42.407301,-71.382439,MA,
North America,USA,Northeast,Massachusetts,Ironside Capital,1998,,http://www.ironsidecapital.com/,"945 Concord Road
 Framingham, MA 01701
 United States",1701,,(+1)781-622-5850,,"business services, 
 healthcare,
 technology-enabled industrial and manufacturing,
 consumer products and services,
 media,
 information technology.",Early Stage,,,,,42.407302,-71.382439,MA,
North America,United States of America,Northeast,Massachusetts,Ironside Ventures,1998,,http://www.ironsidecapital.com/,"945 Concord Road
 Framingham, MA 01701
 United States",1701,,(+1)781-622-5850,,"business services, 
 healthcare,
  technology-enabled industrial and manufacturing,
  consumer products and services,
  media,
  information technology.",Early Stage,,,,,42.407303,-71.382439,MA,
North America,USA,Northeast,Massachusetts,Kestrel Management,1998,,http://kestrelmanagement.com/,"50 Congress Street
 Suite 936
 Boston, MA 02109
 United States",2109,,(+1) 617-451-6722,,"manufacturing,
 healthcare,
 software,
 computer devices,
 service companies, 
 media communications, 
 food products sectors",Seed. Early stage,30M,30M,30M,1,42.407304,-71.382439,MA,
North America,USA,Northeast,Massachusetts,Key Venture Partners,,Private Equity Firm,http://www.key.com/keyventurepartners/index.html,"225 Franklin Street
 18th Floor
 Boston, MA 02110
 United States",2110,,(+1)617-385-6244,,"software, 
 communications,
 information services,
 information technology sectors",all,1.5M,60M,141.35M,21,42.407305,-71.382439,MA,
North America,United States of America,Northeast,Massachusetts,Kodiak Venture Partners,1999,Private Equity Firm,http://www.kodiakvp.com/,"80 William Street
 Suite 260
 Wellesley, MA 02481
 United States",2481,,(+1)781-672-2500,,"communications, 
 semiconductor,
  software,
  internet, life technology companies","Seed
Early
Growth stage",1M,60M,61M,134,42.407306,-71.382439,MA,
North America,United States of America,North East,Massachusetts,Lancet Capital,repeat,Venture Capital,http://www.lancetcapital.com/,"245 First Street
 Suite 1800
 Cambridge, MA 02142
 United States",2142,,(+1)617-444-8582,,Biomedical,,,,,,42.407307,-71.382439,MA,
North America,USA,Northeast,Massachusetts,Lee Munder Capital Group,1996,Private Equity Firm,http://www.lmcg.com/,"John Hancock Tower
 200 Clarendon Street
 28th Floor
 Boston, MA 02116
 
 United States",2116,,(+1) 617-380-5600,info@lmcg.com,"Information technology 
 Telecommunications",,30M,30M,30M,1,42.407308,-71.382439,MA,
North America,United States of America,Northeast,Massachusetts,Lee Munder Venture Partners,1996,Private Equity Firm,http://www.lmcg.com/,"John Hancock Tower
 200 Clarendon Street
 28th Floor
 Boston, MA 02116
 
 United States",2116,,(+1)-617-380-5600,info@lmcg.com,"Information technology 
 Telecommunications",,30M,30M,30M,1,42.407308,-71.382439,MA,
North America,USA,Northeast,Massachusetts,Long River Ventures,2000,Private Equity Firm,https://www.lrvhealth.com/,"7 North Pleasant Street
 Suite 2C
 Amherst, MA 01002
 United States",1002,https://www.linkedin.com/company/lrvhealth/,(+1)413-587-2159,jkole@longriverventures.com,"healthcare, 
 information technology,
 other technology sectors","Seed, Early Stage",1M,25M,,35,42.407308,-71.382439,MA,
North America,USA,Northeast,Massachusetts,Longworth Venture Partners,1999,Private Equity Firm,http://www.longworth.com/,"1050 Winter Street
 Suite 2600
 Waltham, MA 02451
 United States",2451,,(+ 1)781-663-3600,,"information technology 
 media",All,650K,46M,,95,42.407308,-71.382439,MA,
North America,USA,Northeast,Massachusetts,M/C Venture Partners,1986,Private Equity Firm,http://mcpartners.com/,"75 State Street
 Suite 2500
 Boston, MA 02109
 United States",2109,http://www.linkedin.com/company/52379,(+1)617-345-7200,mcp@mcpartners.com,"communications,
 technology,
 media, 
 wireless services,
 fiber communications services,",All,2.5M,402M,1329.5M,31,42.407308,-71.382439,MA,
North America,USA,Northeast,Massachusetts,Makaira Venture Partners,,Venture Capital,,"375 West Street
 West Bridgewater, MA 02379
 United States",2379,,(+1) 508-584-1596,,Lifesciences,,,,,,42.407308,-71.382439,MA,
north america,USA,North East,Massachusetts,Mass Ventures,1978,Venture Capital,mass-ventures.com,"308 Congress Street, 5th Floor, Boston, MA 02210, United States",2210,https://www.linkedin.com/company/massventures,(+1) 617-723-4920,"
jbird@mtdc.com","
Health Care
Information Technology
Media and Entertainment
SaaS
Security","Early Stage
Late Stage
Seed",1.2M,17.6M,7.5B,,42.407308,-71.382439,MA,
North America,United States of America,Northeast,Massachusetts,Massachusetts Technology Development Corporation,,,http://www.mtdc.com/,"308 Congress Street
5th floor
Boston, MA ",2210,,(+1)617-723-4920,,,,,,,,42.407308,-71.382439,MA,
North America,USA,Northeast,Massachusetts,MassMutual Ventures,2014,Private Equity Firm,http://www.massmutualventures.com/,"470 Atlantic Avenue
 Boston, MA 02210
 United States",2210,,,,"fintech,
 data analytics,
 cybersecurity
 , digital health,
 enterprise software",all,3M,75M,266.059M,26,42.407308,-71.382439,MA,
North America,USA,Northeast,Massachusetts,MassVentures,1978,,http://mass-ventures.com/,"308 Congress Street
 5th floor
 Boston, MA 02210
 United States",2210,https://www.linkedin.com/company/massventures,(+1)617-723-4920,jbird@mtdc.com,"healthcare IT
 , industrial automation and robotics, 
 internet, 
 digital media,
 green tech, 
 mobile, 
 security and systems, 
 software industries","Seed, Early, Growth stage",300K,50M,213.48M,43,42.407308,-71.382439,MA,
North America,USA,Northeast,Massachusetts,Masthead Venture Partners,1998,Private Equity Firm,http://www.mvpartners.com/,"55 Cambridge Parkway
 Suite 103
 Cambridge, MA 02142-1234
 United States",2142,,1-617-621-3000,info@mvpartners.com,"software, 
 internet infrastructure,
 communication technology,
 life science applications","Seed, Early Stage",1M,40M,365.25M,41,42.407308,-71.382439,MA,
north america,USA,North East,Massachusetts,Matrix Partners,1977,Venture Capital,https://www.matrixpartners.com/,"101 Main St. 17th Floor Cambridge, MA 02142",2142,https://www.linkedin.com/company/matrix-partners,(+1) 617-866-4999,info@matrixpartners.com,"Advertising                                                                                                                                                                                                                                                                                                                                            
E-Commerce                                                                                                                                                                                                                                                                                                                           Enterprise                                                                                                                                                                                                                                                                                                                                                        
FinTech                                                                                                                                                                                                                                                                                                                
Hardware                                                                                                                                                                                                                                                                                                                             
Mobile                                                                                                                                                                                                                                                                                                                               
SaaS
Security","Early Stage
Late Stage",1M,100M,2B,484,42.407308,-71.382439,MA,
North America,USA,Northeast,Massachusetts,Mediphase Venture Partners,1999,Venture Capital,http://www.mediphaseventure.com/,"One Gateway Center
 Suite 407
 Newton, MA 02458
 United States",2458,,(+1)617-332-3408,administration@mediphasefunds.com,"healthcare 
 life sciences",All,2M,80M,337.66M,21,42.407308,-71.382439,MA,
North America,United States of America,Northeast,Massachusetts,"Mediphase Venture Partners, L.P.",1999,Venture Capital,http://www.mediphaseventure.com/,"One Gateway Center
 Suite 407
 Newton, MA 02458
 United States",2458,,(+1)617-332-3408,administration@mediphasefunds.com,"healthcare 
 life sciences",All,2M,80M,337.66M,21,42.407308,-71.382439,MA,
North America,United States of America,Northeast,Massachusetts,Motorola Ventures,1999,Venture Capital,http://www.motorolasolutions.com/ventures,"1303 East Algonquin Road
 Schaumburg, IL 60196
 United States",60196,https://www.linkedin.com/company/motorolasolutions,(+1)888-325-9336,,"communication
  technology","early stage
debt",1M,5M,6M,152,42.407308,-71.382439,MA,
North America,United States of America,North East,Massachusetts,MPM Capital,1996,Private,http://www.mpmcapital.com/,"450Kendall Street
Cambridge, MA 02142
 ",2142,https://www.linkedin.com/company/mpm-capital,(+1) 617-425-9200,,"Healthcare devices and supplies, 
Pharmaceuticals 
Biotechnology","Seed , Startups, Early Stage",1.5M,150M,5.87B,189,42.407308,-71.382439,MA,
North America,United States of America,Northeast,Massachusetts,MPM Capital,1996,Venture Capital,http://www.mpmcapital.com/,"450 Kendall Street
 Cambridge, MA 02142
 United States",2142,https://www.linkedin.com/company/mpm-capital,,info@mpmcapital.com,therapeutic,All,1.5M,150M,151.5M,188,42.407308,-71.382439,MA,
North America,USA,northeast,massachusetts,mpm capital LLC,1996,Private Firm,http://www.mpmcapital.com,"450 Kendall Street Cambridge, MA",2142,https://www.linkedin.com/company/mpm-capital/,(+1) 617-425-9200,info@mpmcapital.com,"medical 
 scientific","Early Stage Venture, 
Late Stage Venture, 
Private Equity, Seed",1.5M,150M,,192,42.407308,-71.382439,MA,
North America,USA,Northeast,Massachusetts,New Atlantic Ventures,1999,Private Equity Firm,http://www.nav.vc/,"1 Broadway
 14th Floor
 Cambridge, MA 02142
 United States",2142,,(+1)617-758-4275,,Information Technology,"Seed, Early Stage",500K,5M,,,42.407308,-71.382439,MA,
north america,USA,North East,Massachusetts,Next view Ventures,2010,Venture Capital,www.nextviewventures.com,"179 Lincoln Street, #404,Boston,MA02111",2111,https://www.linkedin.com/company/nextview-ventures,,,Fintech,"Debt
Seed",1.3M,35M,0.0093B,111,42.407308,-71.382439,MA,
North America,United States of America,Northeast,Massachusetts,North Bridge Venture Partners,1994,,http://www.northbridge.com/,"950 Winter Street
 North Entrance
 Waltham
 Waltham, MA 02451 United States",2451,http://www.linkedin.com/company/52734,(+1)781-290-0004,info@northbridge.com,"software, 
 communications,
  infrastructure,
  digital media,
  healthcare, 
  materials sectors",All,440K,60M,60.44M,403,42.407308,-71.382439,MA,
North America,USA,Northeast,Massachusetts,North Hill Ventures,1999,Private Equity Firm,http://www.northhillventures.com/,"535-541 Boylston Street
 Boston, MA 02116
 United States",2116,,(+1)617-600-7050,brettj.rome@northhillventures.com,"financial services 
 technology",All,2M,90M,497.18M,45,42.407308,-71.382439,MA,
North America,United States of America,Northeast,Massachusetts,"North Hill Ventures, L.P.",1999,Private Equity Firm,http://www.northhillventures.com/,"535-541 Boylston Street
 Boston, MA 02116
 United States",2116,,(+1)617-600-7050,brettj.rome@northhillventures.com,"financial services 
 technology",All,2M,90M,497.18M,45,42.407308,-71.382439,MA,
North America,USA,northeast,massachusetts,Omega Fund Management LLC,2013,Private Firm,https://www.avalon-ventures.com,"Boston,",,https://www.linkedin.com/company/omega-capital-management-llc/?originalSubdomain=in,,info@omegafunds.ne,"Private Equity, 
Corporate Strategy,
 Board Governance, 
 Finance","Early Stage Venture,
 Late Stage Venture, 
Private Equity",3.5M,100M,,42,42.407308,-71.382439,MA,
north america,USA,North East,Massachusetts,Open View Venture Partners,2006,Venture Capital,www.openviewpartners.com,"303 Congress Street
7th Floor
Boston, MA 02210
United States",2210,https://www.linkedin.com/company/openview-venture-partners,(+1) 617-478-7500,info@openviewpartners.com,"software
B2B
Saas Companies
vertical and mobile saas business
Internet
technology enabled companies","Early Stage
Late Stage
Debt", 5M,20M,,77,42.407308,-71.382439,MA,
